question,expected_articles,retrieved_articles,matched_count,total_expected,is_hit,recall_at_30,rank_of_first_hit,reciprocal_rank,precision_at_1
هل يمكن رفع شكوى لمفتشية العمل؟,قانون 90-11 المتعلق بعلاقات العمل - المادة 147 | قانون الإجراءات المدنية والإدارية - المادة 829 | قانون الاجراءات المدنية والادارية - المادة 39 | القانون المدني - المادة 21 مكرر | القانون المدني - المادة 324 مكرر 6,قانون 90-11 المتعلق بعلاقات العمل - المادة 147 | قانون 90-11 المتعلق بعلاقات العمل - المادة 148 | قانون العقوبات - المادة 369 | قانون الاجراءات المدنية والادارية - المادة 14 | قانون الإجراءات المدنية والإدارية - المادة 829 | قانون 90-11 المتعلق بعلاقات العمل - المادة 11 | قانون الإجراءات المدنية والإدارية - المادة 800 | قانون الاجراءات المدنية والادارية - المادة 17 | القانون التجاري - المادة 216 | القانون التجاري - المادة 17 | قانون الاجراءات المدنية والادارية - المادة 13 | قانون رقم 90-11 يتعلق بعلاقات العمل - المادة 8 | قانون 90-11 المتعلق بعلاقات العمل - المادة 8 | قانون الاجراءات المدنية والادارية - المادة 299 | قانون الاجراءات المدنية والادارية - المادة 335 | قانون الاجراءات المدنية والادارية - المادة 44 | قانون 90-11 المتعلق بعلاقات العمل - المادة 88 | القانون التجاري - المادة 91 | قانون الاجراءات المدنية والادارية - المادة 302 | قانون الاجراءات المدنية والادارية - المادة 330 | قانون 90-11 المتعلق بعلاقات العمل - المادة 11 | قانون الاجراءات المدنية والادارية - المادة 349 | الأمر 06-03 المتضمن القانون الأساسي العام للوظيفة العمومية - المادة 17 | قانون الاجراءات المدنية والادارية - المادة 337 | القانون المدني - المادة 317 | قانون الاجراءات المدنية والادارية - المادة 357 | قانون 90-11 المتعلق بعلاقات العمل - المادة 10 | القانون التجاري - المادة 15 | قانون العقوبات - المادة 210 | قانون العقوبات - المادة 389,2,5,True,0.4,1,1.0,1
ماذا أفعل إذا تعرضت للظلم في العمل؟,قانون الاجراءات المدنية والادارية - المادة 19 | القانون التجاري - المادة 17 | القانون المدني - المادة 517 | قانون الاجراءات المدنية والادارية - المادة 39 | قانون العقوبات - المادة 175,قانون العقوبات - المادة 175 | قانون العقوبات - المادة 223 | قانون الإجراءات المدنية والإدارية - المادة 829 | القانون المدني - المادة 182 | قانون 90-11 المتعلق بعلاقات العمل - المادة 29 | قانون العقوبات - المادة 371 | قانون العقوبات - المادة 215 | قانون العقوبات - المادة 370 | القانون المدني - المادة 372 | قانون 90-11 المتعلق بعلاقات العمل - المادة 11 | قانون العقوبات - المادة 382 مكرر | قانون العقوبات - المادة 217 | قانون 90-11 المتعلق بعلاقات العمل - المادة 11 | قانون 90-11 المتعلق بعلاقات العمل - المادة 73-4 | قانون 90-11 المتعلق بعلاقات العمل - المادة 10 | قانون 90-11 المتعلق بعلاقات العمل - المادة 11 | القانون المدني - المادة 275 | قانون 90-11 المتعلق بعلاقات العمل - المادة 11 | القانون المدني - المادة 82 | قانون العقوبات - المادة 382 | القانون المدني - المادة 579 | قانون الاجراءات المدنية والادارية - المادة 338 | القانون المدني - المادة 691 | قانون الاجراءات المدنية والادارية - المادة 337 | القانون المدني - المادة 68 | قانون الاجراءات المدنية والادارية - المادة 335 | قانون الاجراءات المدنية والادارية - المادة 207 | القانون المدني - المادة 435 | قانون الاجراءات المدنية والادارية - المادة 33 | قانون 90-11 المتعلق بعلاقات العمل - المادة 11,1,5,True,0.2,1,1.0,1
كيف أفتح شركة في الجزائر؟,القانون التجاري - المادة 19 | القانون التجاري - المادة 20 | دليل إجراءات المركز الوطني للسجل التجاري - المادة 0 | القانون التجاري - المادة 545,دليل إجراءات المركز الوطني للسجل التجاري - المادة 0 | القانون التجاري - المادة 564 | القانون التجاري - المادة 594 | القانون التجاري - المادة 20 | القانون التجاري - المادة 544 | القانون 04-08 المتعلق بشروط ممارسة الأنشطة التجارية - المادة 25 | قانون الضرائب المباشرة والرسوم المماثلة - المادة 135 | القانون التجاري - المادة 19 | القانون التجاري - المادة 592 | القانون التجاري - المادة 545 | دليل إجراءات المركز الوطني للسجل التجاري (CNRC) - المادة 0 | قانون العمل الجزائري - المادة 8 | القانون التجاري - المادة 548 | القانون التجاري - المادة 590 | القانون التجاري - المادة 589 | القانون التجاري - المادة 549 | القانون التجاري - المادة 580 | القانون التجاري - المادة 595 | القانون المدني - المادة 324 مكرر 1 | القانون التجاري - المادة 593 | القانون التجاري - المادة 833 | القانون التجاري - المادة 117 | القانون التجاري - المادة 604 | القانون التجاري - المادة 590 مكرر 2 | القانون التجاري - المادة 216 | القانون التجاري - المادة 811 | القانون التجاري - المادة 566 | القانون التجاري - المادة 610 | قانون العقوبات - المادة 219 | قانون العقوبات - المادة 372,4,4,True,1.0,1,1.0,1
ما الفرق بين SARL و SPA؟,القانون التجاري - المادة 564 | القانون التجاري - المادة 593 | القانون التجاري - المادة 544 | القانون التجاري - المادة 584 | قانون الضرائب المباشرة والرسوم المماثلة - المادة 135,القانون التجاري - المادة 544 | القانون التجاري - المادة 564 | دليل إجراءات المركز الوطني للسجل التجاري - المادة 0 | قانون العقوبات - المادة 297 | قانون الضرائب المباشرة والرسوم المماثلة - المادة 135 | القانون التجاري - المادة 566 | القانون المدني - المادة 439 | قانون الإجراءات المدنية والإدارية - المادة 807 | القانون المدني - المادة 435 | قانون الاجراءات المدنية والادارية - المادة 357 | القانون التجاري - المادة 577 | قانون العقوبات - المادة 225 | قانون العقوبات - المادة 354 | القانون المدني - المادة 172 | القانون المدني - المادة 212 | القانون المدني - المادة 442 | قانون الاجراءات المدنية والادارية - المادة 55 | القانون المدني - المادة 120 | قانون العقوبات - المادة 220 | القانون التجاري - المادة 570 | القانون المدني - المادة 767 | القانون المدني - المادة 216 | قانون الاجراءات المدنية والادارية - المادة 310 | قانون العقوبات - المادة 382 | القانون المدني - المادة 72 مكرر | القانون المدني - المادة 700 | قانون العقوبات - المادة 369 | قانون العقوبات - المادة 370 | القانون المدني - المادة 103 | قانون الاجراءات المدنية والادارية - المادة 217,3,5,True,0.6,1,1.0,1
ما هي شروط إنشاء شركة؟,القانون التجاري - المادة 565 | القانون التجاري - المادة 580 | القانون التجاري - المادة 592 | القانون التجاري - المادة 545 | القانون التجاري - المادة 549,القانون التجاري - المادة 592 | القانون التجاري - المادة 564 | القانون التجاري - المادة 545 | دليل إجراءات المركز الوطني للسجل التجاري - المادة 0 | القانون 04-08 المتعلق بشروط ممارسة الأنشطة التجارية - المادة 25 | القانون التجاري - المادة 549 | القانون التجاري - المادة 589 | القانون المدني - المادة 417 | القانون التجاري - المادة 590 مكرر 2 | القانون التجاري - المادة 595 | القانون التجاري - المادة 117 | القانون التجاري - المادة 594 | القانون التجاري - المادة 580 | القانون التجاري - المادة 593 | قانون 90-11 المتعلق بعلاقات العمل - المادة 11 | قانون العقوبات - المادة 372 | قانون الاجراءات المدنية والادارية - المادة 13 | القانون التجاري - المادة 545 | القانون التجاري - المادة 548 | القانون التجاري - المادة 566 | القانون التجاري - المادة 591 | القانون 04-08 المتعلق بشروط ممارسة الأنشطة التجارية - المادة 8 | القانون التجاري - المادة 565 | القانون التجاري - المادة 604 | القانون المدني - المادة 59 | القانون التجاري - المادة 833 | القانون المدني - المادة 739 | القانون 18-05 المتعلق بالتجارة الإلكترونية - المادة 3 | القانون التجاري - المادة 576 | القانون المدني - المادة 432,5,5,True,1.0,1,1.0,1
كيف أكتب عقد شراكة؟,القانون المدني - المادة 418 | القانون التجاري - المادة 580 | القانون التجاري - المادة 30 | قانون رقم 90-11 يتعلق بعلاقات العمل - المادة 8 | القانون المدني - المادة 324 مكرر 7,قانون رقم 90-11 يتعلق بعلاقات العمل - المادة 8 | قانون 90-11 المتعلق بعلاقات العمل - المادة 8 | قانون 90-11 المتعلق بعلاقات العمل - المادة 11 | قانون 90-11 المتعلق بعلاقات العمل - المادة 11 | قانون 90-11 المتعلق بعلاقات العمل - المادة 10 | قانون 90-11 المتعلق بعلاقات العمل - المادة 12 | قانون رقم 90-11 يتعلق بعلاقات العمل - المادة 9 | قانون 90-11 المتعلق بعلاقات العمل - المادة 11 | القانون المدني - المادة 60 | القانون المدني - المادة 418 | القانون المدني - المادة 59 | القانون المدني - المادة 54 | القانون التجاري - المادة 580 | القانون المدني - المادة 416 | قانون العمل الجزاىري - المادة 13 | قانون العمل الجزاىري - المادة 14 | قانون العقوبات - المادة 215 | قانون العقوبات - المادة 370 | القانون المدني - المادة 426 | القانون المدني - المادة 467 | القانون المدني - المادة 57 | القانون المدني - المادة 324 مكرر 6 | القانون المدني - المادة 326 مكرر 2 | القانون المدني - المادة 324 مكرر 7 | القانون المدني - المادة 65 | القانون التجاري - المادة 545 | القانون المدني - المادة 72 | القانون المدني - المادة 71 | قانون الاجراءات المدنية والادارية - المادة 55 | القانون التجاري - المادة 599,4,5,True,0.8,1,1.0,1
ماذا يحدث إذا انسحب شريك؟,القانون المدني - المادة 440 | القانون المدني - المادة 439 | القانون المدني - المادة 442 | القانون المدني - المادة 426 | القانون المدني - المادة 275,القانون المدني - المادة 439 | قانون الاجراءات المدنية والادارية - المادة 210 | القانون المدني - المادة 517 | القانون المدني - المادة 207 | القانون المدني - المادة 481 | قانون الاجراءات المدنية والادارية - المادة 222 | القانون المدني - المادة 834 | قانون الاجراءات المدنية والادارية - المادة 220 | القانون المدني - المادة 192 | قانون الاجراءات المدنية والادارية - المادة 338 | قانون الاجراءات المدنية والادارية - المادة 236 | القانون المدني - المادة 305 | القانون المدني - المادة 700 | القانون المدني - المادة 400 | قانون العقوبات - المادة 353 | قانون الاجراءات المدنية والادارية - المادة 211 | قانون العقوبات - المادة 382 | القانون المدني - المادة 422 | قانون الاجراءات المدنية والادارية - المادة 221 | قانون الاجراءات المدنية والادارية - المادة 212 | القانون المدني - المادة 401 | القانون المدني - المادة 372 | القانون المدني - المادة 821 | قانون العقوبات - المادة 369 | القانون المدني - المادة 64 | القانون المدني - المادة 815 | القانون المدني - المادة 424 | القانون المدني - المادة 817 | قانون الاجراءات المدنية والادارية - المادة 54 | القانون المدني - المادة 347,1,5,True,0.2,1,1.0,1
كيف يتم تقسيم الأرباح؟,القانون التجاري - المادة 722 | القانون المدني - المادة 447 | القانون المدني - المادة 727 | القانون المدني - المادة 425,القانون المدني - المادة 447 | القانون التجاري - المادة 722 | القانون المدني - المادة 425 | القانون التجاري - المادة 724 | القانون التجاري - المادة 811 | القانون المدني - المادة 436 | القانون التجاري - المادة 588 | القانون التجاري - المادة 800 | القانون المدني - المادة 733 | القانون المدني - المادة 723 | القانون المدني - المادة 221 | القانون المدني - المادة 425 | القانون المدني - المادة 443 | القانون المدني - المادة 736 | قانون العمل الجزاىري - المادة None | القانون المدني - المادة 737 | القانون المدني - المادة 722 | القانون المدني - المادة 435 | القانون التجاري - المادة 90 | القانون المدني - المادة 727 | قانون العقوبات - المادة 363 | القانون المدني - المادة 730 | القانون المدني - المادة 734 | قانون العقوبات - المادة 27 | القانون التجاري - المادة 592 | القانون المدني - المادة 724 | القانون المدني - المادة 719 | قانون العقوبات - المادة 4 | القانون المدني - المادة 713 | القانون المدني - المادة 679,4,4,True,1.0,1,1.0,1
هل يمكن بيع حصتي في الشركة؟,القانون التجاري - المادة 571 | القانون التجاري - المادة 567 | القانون التجاري - المادة 560 | القانون المدني - المادة 422 | القانون التجاري - المادة 581,القانون التجاري - المادة 571 | القانون التجاري - المادة 560 | القانون المدني - المادة 446 | القانون التجاري - المادة 570 | القانون المدني - المادة 721 | القانون المدني - المادة 438 | القانون التجاري - المادة 589 | القانون المدني - المادة 272 | القانون المدني - المادة 408 | القانون المدني - المادة 405 | القانون المدني - المادة 412 | القانون المدني - المادة 747 | القانون المدني - المادة 400 | القانون المدني - المادة 728 | القانون المدني - المادة 397 | القانون التجاري - المادة 117 | القانون المدني - المادة 201 | القانون التجاري - المادة 569 | القانون التجاري - المادة 572 | القانون التجاري - المادة 113 | القانون التجاري - المادة 15 | القانون المدني - المادة 797 | القانون التجاري - المادة 33 | القانون التجاري - المادة 79 | القانون التجاري - المادة 89 | القانون التجاري - المادة 109 | القانون المدني - المادة 399 | القانون التجاري - المادة 83 | القانون المدني - المادة 398 | القانون المدني - المادة 404,2,5,True,0.4,1,1.0,1
ما هي مسؤولية المدير؟,القانون التجاري - المادة 578 | القانون التجاري - المادة 638 | القانون التجاري - المادة 574 | القانون التجاري - المادة 577 | القانون التجاري - المادة 576,القانون التجاري - المادة 578 | القانون التجاري - المادة 574 | القانون التجاري - المادة 577 | القانون المدني - المادة 136 | القانون التجاري - المادة 638 | القانون المدني - المادة 134 | القانون المدني - المادة 178 | القانون المدني - المادة 172 | القانون المدني - المادة 140 مكرر | القانون المدني - المادة 129 | القانون التجاري - المادة 776 | القانون التجاري - المادة 576 | القانون المدني - المادة 140 | القانون المدني - المادة 583 | القانون المدني - المادة 434 | قانون العقوبات - المادة 49 | القانون المدني - المادة 424 | القانون المدني - المادة 849 | القانون التجاري - المادة 568 | قانون العقوبات - المادة 51 | القانون التجاري - المادة 579 | القانون المدني - المادة 126 | القانون المدني - المادة 135 | القانون المدني - المادة 378 | القانون المدني - المادة 579 | القانون المدني - المادة 741 | القانون المدني - المادة 496 | قانون العقوبات - المادة 48 | قانون العقوبات - المادة 47 | القانون المدني - المادة 503,5,5,True,1.0,1,1.0,1
ماذا أفعل إذا خانني شريكي؟,قانون العقوبات - المادة 44 | القانون المدني - المادة 442 | قانون العقوبات - المادة 378 | القانون المدني - المادة 261 | قانون العقوبات - المادة 376,قانون العقوبات - المادة 44 | قانون العقوبات - المادة 43 | قانون العقوبات - المادة 353 | القانون المدني - المادة 192 | قانون العقوبات - المادة 376 | قانون العقوبات - المادة 42 | القانون المدني - المادة 422 | قانون العقوبات - المادة 370 | قانون الاجراءات المدنية والادارية - المادة 338 | القانون المدني - المادة 372 | قانون العقوبات - المادة 382 | القانون المدني - المادة 822 | القانون المدني - المادة 424 | قانون الاجراءات المدنية والادارية - المادة 58 | القانون المدني - المادة 791 | قانون 90-11 المتعلق بعلاقات العمل - المادة 10 | قانون العقوبات - المادة 34 | قانون الاجراءات المدنية والادارية - المادة 222 | القانون المدني - المادة 137 | قانون الاجراءات المدنية والادارية - المادة 207 | القانون المدني - المادة 347 | القانون المدني - المادة 261 | القانون المدني - المادة 126 | قانون العقوبات - المادة 365 | القانون المدني - المادة 185 | قانون العقوبات - المادة 6 | القانون المدني - المادة 419 | القانون المدني - المادة 795 | قانون الاجراءات المدنية والادارية - المادة 208 | القانون المدني - المادة 713,3,5,True,0.6,1,1.0,1
كيف أحمي فكرتي التجارية؟,القانون التجاري - المادة 30 | القانون التجاري - المادة 12 | القانون التجاري - المادة 16 | القانون التجاري - المادة 117 | القانون التجاري - المادة 98,القانون التجاري - المادة 99 | القانون التجاري - المادة 30 | القانون التجاري - المادة 2 | القانون التجاري - المادة 544 | القانون رقم 09-03 المتعلق بحماية المستهلك وقمع الغش - المادة 68 | القانون المدني - المادة 17 مكرر | قانون العقوبات - المادة 40 | القانون التجاري - المادة 118 | القانون التجاري - المادة 4 | القانون التجاري - المادة 117 | قانون العقوبات - المادة 372 | القانون 04-08 شروط ممارسة النشاط التجاري - المادة 31 | القانون التجاري - المادة 549 | القانون التجاري - المادة 24 | القانون 04-08 المتعلق بشروط ممارسة الأنشطة التجارية - المادة 8 | القانون التجاري - المادة 10 مكرر | القانون التجاري - المادة 89 | القانون التجاري - المادة 12 | القانون التجاري - المادة 32 | دليل إجراءات المركز الوطني للسجل التجاري (CNRC) - المادة 0 | قانون العقوبات - المادة 19 | القانون التجاري - المادة 169 | قانون الاجراءات المدنية والادارية - المادة 299 | القانون التجاري - المادة 23 | القانون التجاري - المادة 595 | القانون التجاري - المادة 31 | القانون المدني - المادة 271 | القانون التجاري - المادة 119 | القانون التجاري - المادة 18 | الأمر 03-03 المتعلق بالمنافسة - المادة 26,3,5,True,0.6,2,0.5,0
هل يمكن فتح نشاط بدون سجل تجاري؟,القانون التجاري - المادة 28 | القانون 04-08 المتعلق بشروط ممارسة الأنشطة التجارية - المادة 25 | القانون التجاري - المادة 22 | القانون التجاري - المادة 5 | القانون التجاري - المادة 21,القانون 04-08 المتعلق بشروط ممارسة الأنشطة التجارية - المادة 25 | القانون التجاري - المادة 28 | القانون التجاري - المادة 22 | القانون 04-08 المتعلق بشروط ممارسة الأنشطة التجارية - المادة 8 | القانون التجاري - المادة 20 | القانون 04-08 شروط ممارسة النشاط التجاري - المادة 8 | القانون 18-05 المتعلق بالتجارة الإلكترونية - المادة 3 | القانون التجاري - المادة 24 | قانون 90-11 المتعلق بعلاقات العمل - المادة 10 | القانون التجاري - المادة 4 | القانون 04-08 شروط ممارسة النشاط التجاري - المادة 31 | القانون التجاري - المادة 5 | القانون التجاري - المادة 605 | دليل إجراءات المركز الوطني للسجل التجاري - المادة 0 | الأمر 06-03 المتضمن القانون الأساسي العام للوظيفة العمومية - المادة 17 | القانون التجاري - المادة 19 | دليل إجراءات المركز الوطني للسجل التجاري (CNRC) - المادة 0 | القانون التجاري - المادة 595 | القانون التجاري - المادة 549 | القانون التجاري - المادة 548 | القانون التجاري - المادة 548 | القانون التجاري - المادة 204 | القانون التجاري - المادة 23 | القانون التجاري - المادة 169 | القانون التجاري - المادة 2 | القانون التجاري - المادة 31 | القانون التجاري - المادة 604 | القانون التجاري - المادة 118 | القانون التجاري - المادة 27 | القانون التجاري - المادة 117,4,5,True,0.8,1,1.0,1
ما هي التزامات التاجر؟,القانون التجاري - المادة 8 | القانون التجاري - المادة 9 | القانون التجاري - المادة 23 | القانون التجاري - المادة 4 | القانون المدني - المادة 361,القانون المدني - المادة 361 | القانون التجاري - المادة 8 | القانون التجاري - المادة 1 | القانون المدني - المادة 387 | القانون التجاري - المادة 23 | القانون التجاري - المادة 9 | القانون التجاري - المادة 215 | القانون التجاري - المادة 4 | القانون المدني - المادة 364 | قانون العمل الجزاىري - المادة None | القانون المدني - المادة 172 | القانون التجاري - المادة 21 | القانون المدني - المادة 495 | القانون المدني - المادة 423 | القانون المدني - المادة 506 | قانون 90-11 المتعلق بعلاقات العمل - المادة 11 | القانون التجاري - المادة 37 | القانون المدني - المادة 406 | القانون المدني - المادة 407 | القانون 18-05 المتعلق بالتجارة الإلكترونية - المادة 5 | القانون التجاري - المادة 36 | القانون المدني - المادة 55 | القانون المدني - المادة 424 | القانون التجاري - المادة 7 | القانون المدني - المادة 485 | القانون المدني - المادة 589 | القانون التجاري - المادة 33 | القانون التجاري - المادة 30 | القانون التجاري - المادة 93 | القانون المدني - المادة 395,5,5,True,1.0,1,1.0,1
كيف يتم تسجيل شركة؟,القانون التجاري - المادة 545 | القانون التجاري - المادة 549 | القانون التجاري - المادة 548 | القانون التجاري - المادة 30,القانون التجاري - المادة 548 | دليل إجراءات المركز الوطني للسجل التجاري - المادة 0 | القانون التجاري - المادة 592 | القانون التجاري - المادة 545 | القانون التجاري - المادة 549 | القانون التجاري - المادة 593 | القانون التجاري - المادة 24 | القانون التجاري - المادة 545 | القانون 04-08 المتعلق بشروط ممارسة الأنشطة التجارية - المادة 25 | القانون التجاري - المادة 564 | القانون التجاري - المادة 595 | القانون المدني - المادة 417 | القانون 04-08 شروط ممارسة النشاط التجاري - المادة 8 | القانون التجاري - المادة 548 | القانون التجاري - المادة 22 | القانون التجاري - المادة 833 | القانون المدني - المادة 418 | القانون التجاري - المادة 27 | قانون العقوبات - المادة 372 | القانون التجاري - المادة 604 | القانون التجاري - المادة 580 | القانون التجاري - المادة 572 | قانون الاجراءات المدنية والادارية - المادة 16 | القانون التجاري - المادة 117 | دليل إجراءات المركز الوطني للسجل التجاري (CNRC) - المادة 0 | القانون التجاري - المادة 594 | القانون التجاري - المادة 567 | القانون التجاري - المادة 204 | القانون التجاري - المادة 608 | القانون التجاري - المادة 28,3,4,True,0.75,1,1.0,1
ما هي الضرائب على الشركات؟,قانون الضرائب المباشرة والرسوم المماثلة - المادة 135 | قانون الرسوم على رقم الأعمال - المادة 1 | قانون العمل الجزاىري - المادة None | القانون المدني - المادة 311 | القانون المدني - المادة 719,قانون الضرائب المباشرة والرسوم المماثلة - المادة 135 | قانون الرسوم على رقم الأعمال - المادة 1 | القانون المدني - المادة 311 | القانون التجاري - المادة 592 | القانون المدني - المادة 719 | القانون التجاري - المادة 564 | القانون المدني - المادة 447 | القانون التجاري - المادة 544 | قانون العقوبات - المادة 382 مكرر | القانون التجاري - المادة 833 | القانون التجاري - المادة 593 | القانون المدني - المادة 313 | القانون التجاري - المادة 724 | القانون التجاري - المادة 548 | القانون التجاري - المادة 590 مكرر 2 | القانون المدني - المادة 432 | قانون العقوبات - المادة 372 | القانون التجاري - المادة 15 | القانون المدني - المادة 425 | القانون التجاري - المادة 548 | القانون التجاري - المادة 549 | القانون التجاري - المادة 591 | القانون المدني - المادة 449 | قانون العقوبات - المادة 298 | القانون التجاري - المادة 117 | القانون التجاري - المادة 589 | القانون التجاري - المادة 590 مكرر 1 | قانون الإجراءات المدنية والإدارية - المادة 800 | قانون العقوبات - المادة 51 | القانون التجاري - المادة 566,4,5,True,0.8,1,1.0,1
كيف أتعامل مع زبون لم يدفع؟,القانون التجاري - المادة 33 | قانون العقوبات - المادة 366 | القانون التجاري - المادة 215 | القانون التجاري - المادة 112 | القانون المدني - المادة 261,قانون العقوبات - المادة 366 | القانون التجاري - المادة 33 | القانون المدني - المادة 195 | القانون المدني - المادة 421 | قانون العقوبات - المادة 367 | القانون المدني - المادة 387 | قانون العقوبات - المادة 266 | القانون المدني - المادة 392 | قانون العقوبات - المادة 380 | القانون المدني - المادة 424 | القانون المدني - المادة 278 | القانون المدني - المادة 186 | القانون المدني - المادة 281 | القانون التجاري - المادة 215 | قانون الاجراءات المدنية والادارية - المادة 51 | القانون المدني - المادة 309 | القانون المدني - المادة 119 | قانون الاجراءات المدنية والادارية - المادة 68 | القانون المدني - المادة 498 | القانون المدني - المادة 261 | القانون المدني - المادة 181 | قانون العقوبات - المادة 48 | قانون الاجراءات المدنية والادارية - المادة 291 | القانون المدني - المادة 184 | القانون المدني - المادة 406 | القانون المدني - المادة 280 | قانون الاجراءات المدنية والادارية - المادة 47 | القانون المدني - المادة 259 | القانون المدني - المادة 131 | القانون المدني - المادة 847,4,5,True,0.8,1,1.0,1
ما هي إجراءات الإفلاس؟,القانون التجاري - المادة 216 | القانون التجاري - المادة 338 | قانون العقوبات - المادة 383 | القانون المدني - المادة 212 | القانون التجاري - المادة 97,قانون العقوبات - المادة 383 | القانون التجاري - المادة 338 | القانون التجاري - المادة 216 | القانون التجاري - المادة 215 | القانون التجاري - المادة 15 | القانون التجاري - المادة 33 | القانون التجاري - المادة 14 | القانون المدني - المادة 212 | قانون الاجراءات المدنية والادارية - المادة 303 | القانون المدني - المادة 281 | القانون المدني - المادة 680 | قانون الاجراءات المدنية والادارية - المادة 334 | قانون الاجراءات المدنية والادارية - المادة 211 | قانون الإجراءات المدنية والإدارية - المادة 829 | قانون الاجراءات المدنية والادارية - المادة 49 | قانون الاجراءات المدنية والادارية - المادة 313 | قانون الاجراءات المدنية والادارية - المادة 226 | قانون العقوبات - المادة 382 | القانون المدني - المادة 207 | قانون الاجراءات المدنية والادارية - المادة 235 | القانون المدني - المادة 422 | القانون المدني - المادة 7 | قانون الاجراءات المدنية والادارية - المادة 47 | قانون الاجراءات المدنية والادارية - المادة 350 | قانون الاجراءات المدنية والادارية - المادة 355 | قانون العقوبات - المادة 370 | قانون الاجراءات المدنية والادارية - المادة 357 | قانون الاجراءات المدنية والادارية - المادة 222 | قانون الاجراءات المدنية والادارية - المادة 415 | قانون الاجراءات المدنية والادارية - المادة 209,4,5,True,0.8,1,1.0,1
هل يمكن إغلاق الشركة بسهولة؟,قانون العقوبات - المادة 26 | القانون التجاري - المادة 589 | القانون المدني - المادة 442 | القانون المدني - المادة 441 | القانون المدني - المادة 440,القانون التجاري - المادة 589 | قانون العقوبات - المادة 26 | القانون المدني - المادة 441 | القانون المدني - المادة 439 | القانون المدني - المادة 438 | القانون المدني - المادة 440 | القانون المدني - المادة 437 | القانون التجاري - المادة 766 | القانون التجاري - المادة 559 | القانون المدني - المادة 442 | قانون العقوبات - المادة 17 | القانون التجاري - المادة 566 | القانون التجاري - المادة 773 | القانون التجاري - المادة 575 | القانون التجاري - المادة 579 | قانون الاجراءات المدنية والادارية - المادة 221 | القانون التجاري - المادة 590 | القانون المدني - المادة 444 | القانون التجاري - المادة 774 | قانون العقوبات - المادة 20 | الأمر 06-03 المتضمن القانون الأساسي العام للوظيفة العمومية - المادة 17 | القانون المدني - المادة 416 | القانون التجاري - المادة 571 | القانون المدني - المادة 418 | القانون التجاري - المادة 594 | القانون المدني - المادة 446 | القانون التجاري - المادة 564 | قانون 90-11 المتعلق بعلاقات العمل - المادة 73-4 | القانون التجاري - المادة 545 | القانون التجاري - المادة 811,5,5,True,1.0,1,1.0,1
كيف أرفع دعوى تجارية؟,قانون الاجراءات المدنية والادارية - المادة 40 | القانون التجاري - المادة 90 | قانون الاجراءات المدنية والادارية - المادة 39 | قانون الاجراءات المدنية والادارية - المادة 14 | القانون التجاري - المادة 94,قانون الاجراءات المدنية والادارية - المادة 14 | القانون التجاري - المادة 81 | قانون الإجراءات المدنية والإدارية - المادة 829 | القانون التجاري - المادة 30 | القانون التجاري - المادة 91 | القانون التجاري - المادة 109 | القانون المدني - المادة 821 | قانون الاجراءات المدنية والادارية - المادة 13 | القانون المدني - المادة 802 | القانون المدني - المادة 372 | القانون التجاري - المادة 24 | القانون التجاري - المادة 216 | قانون الإجراءات المدنية والإدارية - المادة 800 | قانون الاجراءات المدنية والادارية - المادة 330 | القانون التجاري - المادة 16 | قانون الاجراءات المدنية والادارية - المادة 299 | القانون التجاري - المادة 94 | القانون التجاري - المادة 117 | القانون التجاري - المادة 90 | القانون المدني - المادة 317 | القانون التجاري - المادة 17 | القانون 04-08 شروط ممارسة النشاط التجاري - المادة 31 | دليل إجراءات المركز الوطني للسجل التجاري (CNRC) - المادة 0 | القانون التجاري - المادة 2 | القانون التجاري - المادة 4 | القانون المدني - المادة 724 | قانون الاجراءات المدنية والادارية - المادة 44 | القانون التجاري - المادة 89 | القانون المدني - المادة 375 | قانون الاجراءات المدنية والادارية - المادة 222,3,5,True,0.6,1,1.0,1
ما الفرق بين التاجر والشركة؟,القانون التجاري - المادة 1 | القانون التجاري - المادة 21 | القانون التجاري - المادة 7 | القانون التجاري - المادة 9 | القانون التجاري - المادة 203,القانون التجاري - المادة 1 | الأمر 06-03 المتضمن القانون الأساسي العام للوظيفة العمومية - المادة 17 | القانون التجاري - المادة 544 | القانون التجاري - المادة 7 | القانون التجاري - المادة 23 | القانون التجاري - المادة 592 | القانون التجاري - المادة 21 | القانون المدني - المادة 432 | القانون المدني - المادة 439 | قانون العقوبات - المادة 384 | القانون التجاري - المادة 9 | القانون التجاري - المادة 8 | القانون التجاري - المادة 4 | القانون التجاري - المادة 96 | القانون التجاري - المادة 590 مكرر 2 | القانون التجاري - المادة 549 | القانون التجاري - المادة 32 | القانون التجاري - المادة 10 | القانون التجاري - المادة 172 | القانون التجاري - المادة 117 | القانون التجاري - المادة 203 | القانون التجاري - المادة 766 | القانون التجاري - المادة 545 | القانون التجاري - المادة 2 | القانون التجاري - المادة 545 | القانون التجاري - المادة 11 | القانون التجاري - المادة 24 | القانون التجاري - المادة 22 | القانون التجاري - المادة 548 | قانون العقوبات - المادة 372,5,5,True,1.0,1,1.0,1
